"
Ballard",365,1,14,2,190,12.67,Grayson County,100,0,4,2,40,10.00,20
"
Northmont",405,2,11,1,250,19.23,Central Hardin A,205,3,4,6,130,18.57,20
"
Trinity",315,2,8,1,180,18.00,Central Hardin B,205,1,7,2,100,12.50,20
"
Cookeville A",200,0,8,4,90,11.25,Cookeville B,150,2,5,0,70,10.00,20
"
Daviess County",220,0,8,2,130,16.25,Owensboro,175,2,5,3,100,14.29,20
"
Henderson County",310,3,6,3,200,22.22,University School of Nashville A,275,3,6,4,180,20.00,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Glasgow",475,5,9,0,260,18.57,Central Hardin A,200,2,4,4,110,18.33,20
"
Cookeville A",335,1,12,2,210,16.15,Grayson County,90,0,2,0,20,10.00,20
"
Ballard",315,2,10,5,190,15.83,Cookeville B,95,0,4,1,20,5.00,20
"
Henderson County",395,3,8,2,220,20.00,Northmont,195,2,5,3,90,12.86,20
"
Merrol Hyde",380,4,8,0,240,20.00,University School of Nashville A,215,3,3,2,120,20.00,20
"
Trinity",285,0,11,3,170,15.45,Owensboro,130,0,5,6,70,14.00,20
"
Central Hardin B",255,1,8,2,150,16.67,University School of Nashville B,145,1,5,2,70,11.67,20
"
Danville",250,0,8,4,150,18.75,Daviess County,235,1,8,0,140,15.56,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Northmont",415,2,13,1,260,17.33,Merrol Hyde,250,1,4,1,130,26.00,20
"
Grayson County",190,0,10,2,90,9.00,Cookeville B,40,0,1,0,10,10.00,20
"
Ballard",275,0,11,1,130,11.82,Cookeville A,130,1,4,3,60,12.00,20
"
Central Hardin A",350,3,7,1,200,20.00,University School of Nashville A,250,3,6,3,140,15.56,20
"
Danville",340,2,10,2,190,15.83,Trinity,260,1,6,1,100,14.29,20
"
University School of Nashville B",220,1,9,1,120,12.00,Owensboro,145,1,4,6,90,18.00,20
"
Glasgow",355,4,6,3,220,22.00,Henderson County,305,3,5,2,190,23.75,20
"
Central Hardin B",235,2,8,1,100,10.00,Daviess County,190,1,5,1,90,15.00,20
