Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Brick Memorial",130,0,9,2,50,5.56,Princeton International,85,0,6,1,30,5.00,20
"
Biotech B",205,2,7,3,120,13.33,Lenape C,170,0,8,0,90,11.25,20
"
Jackson Memorial B",80,0,7,2,20,2.86,Shawnee D,50,0,4,0,10,2.50,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Ranney",455,8,5,3,300,23.08,Lenape C,135,1,4,0,80,16.00,20
"
Atlantic City",300,0,11,0,190,17.27,Shawnee D,25,0,1,1,20,20.00,20
"
Princeton High",375,6,6,5,250,20.83,Lenape A,110,0,4,2,80,20.00,20
"
Biotech A",405,4,8,3,280,23.33,High Tech A,155,3,2,4,110,22.00,20
"
Shawnee C",310,0,11,2,210,19.09,Shawnee A,70,0,3,0,40,13.33,20
"
Hightstown",390,4,8,2,260,21.67,Middlesex County Academy A,205,1,6,0,130,18.57,20
"
Biotech B",320,4,7,2,200,18.18,Biotech D,150,3,2,5,110,22.00,20
"
Princeton International",255,2,8,1,150,15.00,Manasquan,105,1,3,0,60,15.00,20
"
Shawnee B",275,4,6,1,160,16.00,Academy of Allied Health and Science,170,0,6,6,140,23.33,20
"
Ocean Township",155,0,8,1,80,10.00,Jackson Memorial B,50,0,3,0,20,6.67,20
"
High Tech B",195,1,7,2,120,15.00,High Tech C,125,1,5,2,70,11.67,20
"
Lenape B",300,3,6,1,200,22.22,Lenape D,245,2,6,1,160,20.00,20
"
Brick Memorial",195,3,5,0,100,12.50,Jackson Memorial A,140,0,7,0,70,10.00,20
"
Middlesex County Academy B",310,3,7,1,200,20.00,Biotech C,305,4,5,1,200,22.22,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Biotech A",330,3,8,3,220,20.00,Biotech B,130,1,5,5,90,15.00,20
"
Lenape A",290,4,6,2,180,18.00,Biotech C,145,1,5,2,90,15.00,20
"
High Tech B",290,0,12,0,170,14.17,Lenape D,150,0,5,0,100,20.00,20
"
Middlesex County Academy B",280,1,9,3,190,19.00,Middlesex County Academy A,150,1,4,3,110,22.00,20
"
Shawnee B",120,0,4,0,80,20.00,Lenape B,15,0,2,3,10,5.00,8
"
Princeton High",310,2,7,0,210,23.33,Hightstown,240,1,7,5,180,22.50,20
"
High Tech A",280,4,4,0,180,22.50,Ranney,235,4,4,3,150,18.75,20
"
Lenape C",185,1,7,2,110,13.75,Biotech D,170,1,6,3,110,15.71,20
"
High Tech C",155,1,6,2,90,12.86,Academy of Allied Health and Science,145,1,5,2,90,15.00,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Princeton High",365,3,8,0,240,21.82,Middlesex County Academy B,130,2,4,2,70,11.67,20
"
Biotech A",300,1,10,3,200,18.18,Biotech D,75,0,4,1,40,10.00,20
"
High Tech B",215,0,10,3,130,13.00,Academy of Allied Health and Science,65,0,3,1,40,13.33,20
"
Ranney",340,3,8,1,220,20.00,Biotech B,200,0,7,2,140,20.00,20
"
Biotech C",215,1,7,2,140,17.50,Middlesex County Academy A,200,0,9,0,110,12.22,20
"
Hightstown",Forfeit, , , , , ,Lenape A,Forfeit, , , , , ,-
"
High Tech A",Forfeit, , , , , ,Lenape C,Forfeit, , , , , ,-
"
Shawnee B",Forfeit, , , , , ,Lenape D,Forfeit, , , , , ,-
"
High Tech C",Forfeit, , , , , ,Lenape B,Forfeit, , , , , ,-
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Biotech A",345,4,6,3,240,24.00,Ranney,285,5,4,2,180,20.00,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Princeton High",290,4,5,2,190,21.11,Biotech A,230,2,7,2,140,15.56,20
